,code,desc,rule
83,O36.8314,"Maternal care for abnormalities of the fetal heart rate or rhythm, first trimester, fetus 4",maternity
84,O36.8315,"Maternal care for abnormalities of the fetal heart rate or rhythm, first trimester, fetus 5",maternity
85,O36.8319,"Maternal care for abnormalities of the fetal heart rate or rhythm, first trimester, other fetus",maternity
86,O36.8320,"Maternal care for abnormalities of the fetal heart rate or rhythm, second trimester, not applicable or unspecified",maternity
87,O36.8321,"Maternal care for abnormalities of the fetal heart rate or rhythm, second trimester, fetus 1",maternity
88,O36.8322,"Maternal care for abnormalities of the fetal heart rate or rhythm, second trimester, fetus 2",maternity
89,O36.8323,"Maternal care for abnormalities of the fetal heart rate or rhythm, second trimester, fetus 3",maternity
90,O36.8324,"Maternal care for abnormalities of the fetal heart rate or rhythm, second trimester, fetus 4",maternity
91,O36.8325,"Maternal care for abnormalities of the fetal heart rate or rhythm, second trimester, fetus 5",maternity
92,O36.8329,"Maternal care for abnormalities of the fetal heart rate or rhythm, second trimester, other fetus",maternity
93,O36.8330,"Maternal care for abnormalities of the fetal heart rate or rhythm, third trimester, not applicable or unspecified",maternity
94,O36.8331,"Maternal care for abnormalities of the fetal heart rate or rhythm, third trimester, fetus 1",maternity
95,O36.8332,"Maternal care for abnormalities of the fetal heart rate or rhythm, third trimester, fetus 2",maternity
96,O36.8333,"Maternal care for abnormalities of the fetal heart rate or rhythm, third trimester, fetus 3",maternity
97,O36.8334,"Maternal care for abnormalities of the fetal heart rate or rhythm, third trimester, fetus 4",maternity
98,O36.8335,"Maternal care for abnormalities of the fetal heart rate or rhythm, third trimester, fetus 5",maternity
99,O36.8339,"Maternal care for abnormalities of the fetal heart rate or rhythm, third trimester, other fetus",maternity
0,O36.8390,"Maternal care for abnormalities of the fetal heart rate or rhythm, unspecified trimester, not applicable or unspecified",maternity
1,O36.8391,"Maternal care for abnormalities of the fetal heart rate or rhythm, unspecified trimester, fetus 1",maternity
2,O36.8392,"Maternal care for abnormalities of the fetal heart rate or rhythm, unspecified trimester, fetus 2",maternity
3,O36.8393,"Maternal care for abnormalities of the fetal heart rate or rhythm, unspecified trimester, fetus 3",maternity
4,O36.8394,"Maternal care for abnormalities of the fetal heart rate or rhythm, unspecified trimester, fetus 4",maternity
5,O36.8395,"Maternal care for abnormalities of the fetal heart rate or rhythm, unspecified trimester, fetus 5",maternity
6,O36.8399,"Maternal care for abnormalities of the fetal heart rate or rhythm, unspecified trimester, other fetus",maternity
7,O36.8910,"Maternal care for other specified fetal problems, first trimester, not applicable or unspecified",maternity
8,O36.8911,"Maternal care for other specified fetal problems, first trimester, fetus 1",maternity
9,O36.8912,"Maternal care for other specified fetal problems, first trimester, fetus 2",maternity
10,O36.8913,"Maternal care for other specified fetal problems, first trimester, fetus 3",maternity
11,O36.8914,"Maternal care for other specified fetal problems, first trimester, fetus 4",maternity
12,O36.8915,"Maternal care for other specified fetal problems, first trimester, fetus 5",maternity
13,O36.8919,"Maternal care for other specified fetal problems, first trimester, other fetus",maternity
14,O36.8920,"Maternal care for other specified fetal problems, second trimester, not applicable or unspecified",maternity
15,O36.8921,"Maternal care for other specified fetal problems, second trimester, fetus 1",maternity
16,O36.8922,"Maternal care for other specified fetal problems, second trimester, fetus 2",maternity
17,O36.8923,"Maternal care for other specified fetal problems, second trimester, fetus 3",maternity
18,O36.8924,"Maternal care for other specified fetal problems, second trimester, fetus 4",maternity
19,O36.8925,"Maternal care for other specified fetal problems, second trimester, fetus 5",maternity
20,O36.8929,"Maternal care for other specified fetal problems, second trimester, other fetus",maternity
21,O36.8930,"Maternal care for other specified fetal problems, third trimester, not applicable or unspecified",maternity
22,O36.8931,"Maternal care for other specified fetal problems, third trimester, fetus 1",maternity
23,O36.8932,"Maternal care for other specified fetal problems, third trimester, fetus 2",maternity
24,O36.8933,"Maternal care for other specified fetal problems, third trimester, fetus 3",maternity
25,O36.8934,"Maternal care for other specified fetal problems, third trimester, fetus 4",maternity
26,O36.8935,"Maternal care for other specified fetal problems, third trimester, fetus 5",maternity
27,O36.8939,"Maternal care for other specified fetal problems, third trimester, other fetus",maternity
28,O36.8990,"Maternal care for other specified fetal problems, unspecified trimester, not applicable or unspecified",maternity
29,O36.8991,"Maternal care for other specified fetal problems, unspecified trimester, fetus 1",maternity
30,O36.8992,"Maternal care for other specified fetal problems, unspecified trimester, fetus 2",maternity
31,O36.8993,"Maternal care for other specified fetal problems, unspecified trimester, fetus 3",maternity
32,O36.8994,"Maternal care for other specified fetal problems, unspecified trimester, fetus 4",maternity
33,O36.8995,"Maternal care for other specified fetal problems, unspecified trimester, fetus 5",maternity
34,O36.8999,"Maternal care for other specified fetal problems, unspecified trimester, other fetus",maternity
35,O36.90X0,"Maternal care for fetal problem, unspecified, unspecified trimester, not applicable or unspecified",maternity
36,O36.90X1,"Maternal care for fetal problem, unspecified, unspecified trimester, fetus 1",maternity
37,O36.90X2,"Maternal care for fetal problem, unspecified, unspecified trimester, fetus 2",maternity
38,O36.90X3,"Maternal care for fetal problem, unspecified, unspecified trimester, fetus 3",maternity
39,O36.90X4,"Maternal care for fetal problem, unspecified, unspecified trimester, fetus 4",maternity
40,O36.90X5,"Maternal care for fetal problem, unspecified, unspecified trimester, fetus 5",maternity
41,O36.90X9,"Maternal care for fetal problem, unspecified, unspecified trimester, other fetus",maternity
42,O36.91X0,"Maternal care for fetal problem, unspecified, first trimester, not applicable or unspecified",maternity
43,O36.91X1,"Maternal care for fetal problem, unspecified, first trimester, fetus 1",maternity
44,O36.91X2,"Maternal care for fetal problem, unspecified, first trimester, fetus 2",maternity
45,O36.91X3,"Maternal care for fetal problem, unspecified, first trimester, fetus 3",maternity
46,O36.91X4,"Maternal care for fetal problem, unspecified, first trimester, fetus 4",maternity
47,O36.91X5,"Maternal care for fetal problem, unspecified, first trimester, fetus 5",maternity
48,O36.91X9,"Maternal care for fetal problem, unspecified, first trimester, other fetus",maternity
49,O36.92X0,"Maternal care for fetal problem, unspecified, second trimester, not applicable or unspecified",maternity
50,O36.92X1,"Maternal care for fetal problem, unspecified, second trimester, fetus 1",maternity
51,O36.92X2,"Maternal care for fetal problem, unspecified, second trimester, fetus 2",maternity
52,O36.92X3,"Maternal care for fetal problem, unspecified, second trimester, fetus 3",maternity
53,O36.92X4,"Maternal care for fetal problem, unspecified, second trimester, fetus 4",maternity
54,O36.92X5,"Maternal care for fetal problem, unspecified, second trimester, fetus 5",maternity
55,O36.92X9,"Maternal care for fetal problem, unspecified, second trimester, other fetus",maternity
56,O36.93X0,"Maternal care for fetal problem, unspecified, third trimester, not applicable or unspecified",maternity
57,O36.93X1,"Maternal care for fetal problem, unspecified, third trimester, fetus 1",maternity
58,O36.93X2,"Maternal care for fetal problem, unspecified, third trimester, fetus 2",maternity
59,O36.93X3,"Maternal care for fetal problem, unspecified, third trimester, fetus 3",maternity
60,O36.93X4,"Maternal care for fetal problem, unspecified, third trimester, fetus 4",maternity
61,O36.93X5,"Maternal care for fetal problem, unspecified, third trimester, fetus 5",maternity
62,O36.93X9,"Maternal care for fetal problem, unspecified, third trimester, other fetus",maternity
63,O40.1XX0,"Polyhydramnios, first trimester, not applicable or unspecified",maternity
64,O40.1XX1,"Polyhydramnios, first trimester, fetus 1",maternity
65,O40.1XX2,"Polyhydramnios, first trimester, fetus 2",maternity
66,O40.1XX3,"Polyhydramnios, first trimester, fetus 3",maternity
67,O40.1XX4,"Polyhydramnios, first trimester, fetus 4",maternity
68,O40.1XX5,"Polyhydramnios, first trimester, fetus 5",maternity
69,O40.1XX9,"Polyhydramnios, first trimester, other fetus",maternity
70,O40.2XX0,"Polyhydramnios, second trimester, not applicable or unspecified",maternity
71,O40.2XX1,"Polyhydramnios, second trimester, fetus 1",maternity
72,O40.2XX2,"Polyhydramnios, second trimester, fetus 2",maternity
73,O40.2XX3,"Polyhydramnios, second trimester, fetus 3",maternity
74,O40.2XX4,"Polyhydramnios, second trimester, fetus 4",maternity
75,O40.2XX5,"Polyhydramnios, second trimester, fetus 5",maternity
76,O40.2XX9,"Polyhydramnios, second trimester, other fetus",maternity
77,O40.3XX0,"Polyhydramnios, third trimester, not applicable or unspecified",maternity
78,O40.3XX1,"Polyhydramnios, third trimester, fetus 1",maternity
79,O40.3XX2,"Polyhydramnios, third trimester, fetus 2",maternity
80,O40.3XX3,"Polyhydramnios, third trimester, fetus 3",maternity
81,O40.3XX4,"Polyhydramnios, third trimester, fetus 4",maternity
82,O40.3XX5,"Polyhydramnios, third trimester, fetus 5",maternity
83,O40.3XX9,"Polyhydramnios, third trimester, other fetus",maternity
84,O40.9XX0,"Polyhydramnios, unspecified trimester, not applicable or unspecified",maternity
85,O40.9XX1,"Polyhydramnios, unspecified trimester, fetus 1",maternity
86,O40.9XX2,"Polyhydramnios, unspecified trimester, fetus 2",maternity
87,O40.9XX3,"Polyhydramnios, unspecified trimester, fetus 3",maternity
88,O40.9XX4,"Polyhydramnios, unspecified trimester, fetus 4",maternity
89,O40.9XX5,"Polyhydramnios, unspecified trimester, fetus 5",maternity
90,O40.9XX9,"Polyhydramnios, unspecified trimester, other fetus",maternity
91,O41.00X0,"Oligohydramnios, unspecified trimester, not applicable or unspecified",maternity
92,O41.00X1,"Oligohydramnios, unspecified trimester, fetus 1",maternity
93,O41.00X2,"Oligohydramnios, unspecified trimester, fetus 2",maternity
94,O41.00X3,"Oligohydramnios, unspecified trimester, fetus 3",maternity
95,O41.00X4,"Oligohydramnios, unspecified trimester, fetus 4",maternity
96,O41.00X5,"Oligohydramnios, unspecified trimester, fetus 5",maternity
97,O41.00X9,"Oligohydramnios, unspecified trimester, other fetus",maternity
98,O41.01X0,"Oligohydramnios, first trimester, not applicable or unspecified",maternity
99,O41.01X1,"Oligohydramnios, first trimester, fetus 1",maternity
0,O41.01X2,"Oligohydramnios, first trimester, fetus 2",maternity
1,O41.01X3,"Oligohydramnios, first trimester, fetus 3",maternity
2,O41.01X4,"Oligohydramnios, first trimester, fetus 4",maternity
3,O41.01X5,"Oligohydramnios, first trimester, fetus 5",maternity
4,O41.01X9,"Oligohydramnios, first trimester, other fetus",maternity
5,O41.02X0,"Oligohydramnios, second trimester, not applicable or unspecified",maternity
6,O41.02X1,"Oligohydramnios, second trimester, fetus 1",maternity
7,O41.02X2,"Oligohydramnios, second trimester, fetus 2",maternity
8,O41.02X3,"Oligohydramnios, second trimester, fetus 3",maternity
9,O41.02X4,"Oligohydramnios, second trimester, fetus 4",maternity
10,O41.02X5,"Oligohydramnios, second trimester, fetus 5",maternity
11,O41.02X9,"Oligohydramnios, second trimester, other fetus",maternity
12,O41.03X0,"Oligohydramnios, third trimester, not applicable or unspecified",maternity
