code,title,category,window,chapter
I43.1,Cardiomyopathy in metabolic diseases,Cardiomyopathy in diseases classified elsewhere,Other forms of heart disease,IX
I43.2,Cardiomyopathy in nutritional diseases,Cardiomyopathy in diseases classified elsewhere,Other forms of heart disease,IX
I43.8,Cardiomyopathy in other diseases classified elsewhere,Cardiomyopathy in diseases classified elsewhere,Other forms of heart disease,IX
I44,Atrioventricular and left bundle-branch block,Atrioventricular and left bundle-branch block,Other forms of heart disease,IX
I44.0,"Atrioventricular block, first degree",Atrioventricular and left bundle-branch block,Other forms of heart disease,IX
I44.1,"Atrioventricular block, second degree",Atrioventricular and left bundle-branch block,Other forms of heart disease,IX
I44.2,"Atrioventricular block, complete",Atrioventricular and left bundle-branch block,Other forms of heart disease,IX
I44.3,Other and unspecified atrioventricular block,Atrioventricular and left bundle-branch block,Other forms of heart disease,IX
I44.4,Left anterior fascicular block,Atrioventricular and left bundle-branch block,Other forms of heart disease,IX
I44.5,Left posterior fascicular block,Atrioventricular and left bundle-branch block,Other forms of heart disease,IX
I44.6,Other and unspecified fascicular block,Atrioventricular and left bundle-branch block,Other forms of heart disease,IX
I44.7,"Left bundle-branch block, unspecified",Atrioventricular and left bundle-branch block,Other forms of heart disease,IX
I45,Other conduction disorders,Other conduction disorders,Other forms of heart disease,IX
I45.0,Right fascicular block,Other conduction disorders,Other forms of heart disease,IX
I45.1,Other and unspecified right bundle-branch block,Other conduction disorders,Other forms of heart disease,IX
I45.2,Bifascicular block,Other conduction disorders,Other forms of heart disease,IX
I45.3,Trifascicular block,Other conduction disorders,Other forms of heart disease,IX
I45.4,Nonspecific intraventricular block,Other conduction disorders,Other forms of heart disease,IX
I45.5,Other specified heart block,Other conduction disorders,Other forms of heart disease,IX
I45.6,Pre-excitation syndrome,Other conduction disorders,Other forms of heart disease,IX
I45.8,Other specified conduction disorders,Other conduction disorders,Other forms of heart disease,IX
I45.9,"Conduction disorder, unspecified",Other conduction disorders,Other forms of heart disease,IX
I46,Cardiac arrest,Cardiac arrest,Other forms of heart disease,IX
I46.0,Cardiac arrest with successful resuscitation,Cardiac arrest,Other forms of heart disease,IX
I46.1,"Sudden cardiac death, so described",Cardiac arrest,Other forms of heart disease,IX
I46.9,"Cardiac arrest, unspecified",Cardiac arrest,Other forms of heart disease,IX
I47,Paroxysmal tachycardia,Paroxysmal tachycardia,Other forms of heart disease,IX
I47.0,Re-entry ventricular arrhythmia,Paroxysmal tachycardia,Other forms of heart disease,IX
I47.1,Supraventricular tachycardia,Paroxysmal tachycardia,Other forms of heart disease,IX
I47.2,Ventricular tachycardia,Paroxysmal tachycardia,Other forms of heart disease,IX
I47.9,"Paroxysmal tachycardia, unspecified",Paroxysmal tachycardia,Other forms of heart disease,IX
I48,Atrial fibrillation and flutter,Atrial fibrillation and flutter,Other forms of heart disease,IX
I48.0,Paroxysmal atrial fibrillation,Atrial fibrillation and flutter,Other forms of heart disease,IX
I48.1,Persistent atrial fibrillation,Atrial fibrillation and flutter,Other forms of heart disease,IX
I48.2,Chronic atrial fibrillation,Atrial fibrillation and flutter,Other forms of heart disease,IX
I48.3,Typical atrial flutter,Atrial fibrillation and flutter,Other forms of heart disease,IX
I48.4,Atypical atrial flutter,Atrial fibrillation and flutter,Other forms of heart disease,IX
I48.9,"Atrial fibrillation and atrial flutter, unspecified",Atrial fibrillation and flutter,Other forms of heart disease,IX
I49,Other cardiac arrhythmias,Other cardiac arrhythmias,Other forms of heart disease,IX
I49.0,Ventricular fibrillation and flutter,Other cardiac arrhythmias,Other forms of heart disease,IX
I49.1,Atrial premature depolarization,Other cardiac arrhythmias,Other forms of heart disease,IX
I49.2,Junctional premature depolarization,Other cardiac arrhythmias,Other forms of heart disease,IX
I49.3,Ventricular premature depolarization,Other cardiac arrhythmias,Other forms of heart disease,IX
I49.4,Other and unspecified premature depolarization,Other cardiac arrhythmias,Other forms of heart disease,IX
I49.5,Sick sinus syndrome,Other cardiac arrhythmias,Other forms of heart disease,IX
I49.8,Other specified cardiac arrhythmias,Other cardiac arrhythmias,Other forms of heart disease,IX
I49.9,"Cardiac arrhythmia, unspecified",Other cardiac arrhythmias,Other forms of heart disease,IX
I50,Heart failure,Heart failure,Other forms of heart disease,IX
I50.0,Congestive heart failure,Heart failure,Other forms of heart disease,IX
I50.1,Left ventricular failure,Heart failure,Other forms of heart disease,IX
I50.9,"Heart failure, unspecified",Heart failure,Other forms of heart disease,IX
I51,Complications and ill-defined descriptions of heart disease,Complications and ill-defined descriptions of heart disease,Other forms of heart disease,IX
I51.0,"Cardiac septal defect, acquired",Complications and ill-defined descriptions of heart disease,Other forms of heart disease,IX
I51.1,"Rupture of chordae tendineae, not elsewhere classified",Complications and ill-defined descriptions of heart disease,Other forms of heart disease,IX
I51.2,"Rupture of papillary muscle, not elsewhere classified",Complications and ill-defined descriptions of heart disease,Other forms of heart disease,IX
I51.3,"Intracardiac thrombosis, not elsewhere classified",Complications and ill-defined descriptions of heart disease,Other forms of heart disease,IX
I51.4,"Myocarditis, unspecified",Complications and ill-defined descriptions of heart disease,Other forms of heart disease,IX
I51.5,Myocardial degeneration,Complications and ill-defined descriptions of heart disease,Other forms of heart disease,IX
I51.6,"Cardiovascular disease, unspecified",Complications and ill-defined descriptions of heart disease,Other forms of heart disease,IX
I51.7,Cardiomegaly,Complications and ill-defined descriptions of heart disease,Other forms of heart disease,IX
I51.8,Other ill-defined heart diseases,Complications and ill-defined descriptions of heart disease,Other forms of heart disease,IX
I51.9,"Heart disease, unspecified",Complications and ill-defined descriptions of heart disease,Other forms of heart disease,IX
I52,Other heart disorders in diseases classified elsewhere,Other heart disorders in diseases classified elsewhere,Other forms of heart disease,IX
I52.0,Other heart disorders in bacterial diseases classified elsewhere,Other heart disorders in diseases classified elsewhere,Other forms of heart disease,IX
I52.1,Other heart disorders in other infectious and parasitic diseases classified elsewhere,Other heart disorders in diseases classified elsewhere,Other forms of heart disease,IX
I52.8,Other heart disorders in other diseases classified elsewhere,Other heart disorders in diseases classified elsewhere,Other forms of heart disease,IX
I60,Subarachnoid haemorrhage,Subarachnoid haemorrhage,Cerebrovascular diseases,IX
I60.0,Subarachnoid haemorrhage from carotid siphon and bifurcation,Subarachnoid haemorrhage,Cerebrovascular diseases,IX
I60.1,Subarachnoid haemorrhage from middle cerebral artery,Subarachnoid haemorrhage,Cerebrovascular diseases,IX
I60.2,Subarachnoid haemorrhage from anterior communicating artery,Subarachnoid haemorrhage,Cerebrovascular diseases,IX
I60.3,Subarachnoid haemorrhage from posterior communicating artery,Subarachnoid haemorrhage,Cerebrovascular diseases,IX
I60.4,Subarachnoid haemorrhage from basilar artery,Subarachnoid haemorrhage,Cerebrovascular diseases,IX
I60.5,Subarachnoid haemorrhage from vertebral artery,Subarachnoid haemorrhage,Cerebrovascular diseases,IX
I60.6,Subarachnoid haemorrhage from other intracranial arteries,Subarachnoid haemorrhage,Cerebrovascular diseases,IX
I60.7,"Subarachnoid haemorrhage from intracranial artery, unspecified",Subarachnoid haemorrhage,Cerebrovascular diseases,IX
I60.8,Other subarachnoid haemorrhage,Subarachnoid haemorrhage,Cerebrovascular diseases,IX
I60.9,"Subarachnoid haemorrhage, unspecified",Subarachnoid haemorrhage,Cerebrovascular diseases,IX
I61,Intracerebral haemorrhage,Intracerebral haemorrhage,Cerebrovascular diseases,IX
I61.0,"Intracerebral haemorrhage in hemisphere, subcortical",Intracerebral haemorrhage,Cerebrovascular diseases,IX
I61.1,"Intracerebral haemorrhage in hemisphere, cortical",Intracerebral haemorrhage,Cerebrovascular diseases,IX
I61.2,"Intracerebral haemorrhage in hemisphere, unspecified",Intracerebral haemorrhage,Cerebrovascular diseases,IX
I61.3,Intracerebral haemorrhage in brain stem,Intracerebral haemorrhage,Cerebrovascular diseases,IX
I61.4,Intracerebral haemorrhage in cerebellum,Intracerebral haemorrhage,Cerebrovascular diseases,IX
I61.5,"Intracerebral haemorrhage, intraventricular",Intracerebral haemorrhage,Cerebrovascular diseases,IX
I61.6,"Intracerebral haemorrhage, multiple localized",Intracerebral haemorrhage,Cerebrovascular diseases,IX
I61.8,Other intracerebral haemorrhage,Intracerebral haemorrhage,Cerebrovascular diseases,IX
I61.9,"Intracerebral haemorrhage, unspecified",Intracerebral haemorrhage,Cerebrovascular diseases,IX
I62,Other nontraumatic intracranial haemorrhage,Other nontraumatic intracranial haemorrhage,Cerebrovascular diseases,IX
I62.0,Subdural haemorrhage (acute)(nontraumatic),Other nontraumatic intracranial haemorrhage,Cerebrovascular diseases,IX
I62.1,Nontraumatic extradural haemorrhage,Other nontraumatic intracranial haemorrhage,Cerebrovascular diseases,IX
I62.9,"Intracranial haemorrhage (nontraumatic), unspecified",Other nontraumatic intracranial haemorrhage,Cerebrovascular diseases,IX
I63,Cerebral infarction,Cerebral infarction,Cerebrovascular diseases,IX
I63.0,Cerebral infarction due to thrombosis of precerebral arteries,Cerebral infarction,Cerebrovascular diseases,IX
I63.1,Cerebral infarction due to embolism of precerebral arteries,Cerebral infarction,Cerebrovascular diseases,IX
I63.2,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,Cerebral infarction,Cerebrovascular diseases,IX
I63.3,Cerebral infarction due to thrombosis of cerebral arteries,Cerebral infarction,Cerebrovascular diseases,IX
I63.4,Cerebral infarction due to embolism of cerebral arteries,Cerebral infarction,Cerebrovascular diseases,IX
I63.5,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,Cerebral infarction,Cerebrovascular diseases,IX
I63.6,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",Cerebral infarction,Cerebrovascular diseases,IX
I63.8,Other cerebral infarction,Cerebral infarction,Cerebrovascular diseases,IX
I63.9,"Cerebral infarction, unspecified",Cerebral infarction,Cerebrovascular diseases,IX
I64,"Stroke, not specified as haemorrhage or infarction","Stroke, not specified as haemorrhage or infarction",Cerebrovascular diseases,IX
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction","Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",Cerebrovascular diseases,IX
I65.0,Occlusion and stenosis of vertebral artery,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",Cerebrovascular diseases,IX
I65.1,Occlusion and stenosis of basilar artery,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",Cerebrovascular diseases,IX
I65.2,Occlusion and stenosis of carotid artery,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",Cerebrovascular diseases,IX
I65.3,Occlusion and stenosis of multiple and bilateral precerebral arteries,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",Cerebrovascular diseases,IX
I65.8,Occlusion and stenosis of other precerebral artery,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",Cerebrovascular diseases,IX
I65.9,Occlusion and stenosis of unspecified precerebral artery,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",Cerebrovascular diseases,IX
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction","Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",Cerebrovascular diseases,IX
