code,desc,remark,window
78.51,"Internal Fixation Of Bone Without Fracture Reduction, Scapula, Clavicle, And Thorax [Ribs And Sternum]",78.51 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.52,"Internal Fixation Of Bone Without Fracture Reduction, Humerus",78.52 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.53,"Internal Fixation Of Bone Without Fracture Reduction, Radius And Ulna",78.53 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.54,"Internal Fixation Of Bone Without Fracture Reduction, Carpals And Metacarpals",78.54 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.55,"Internal Fixation Of Bone Without Fracture Reduction, Femur",78.55 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.56,"Internal Fixation Of Bone Without Fracture Reduction, Patella",78.56 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.57,"Internal Fixation Of Bone Without Fracture Reduction, Tibia And Fibulas",78.57 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.58,"Internal Fixation Of Bone Without Fracture Reduction, Tarsals And Metatarsals",78.58 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.59,"Internal Fixation Of Bone Without Fracture Reduction, Other",78.59 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.6,Removal Of Implanted Devices From Bone,A child code below 78.6 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
78.60,"Removal Of Implanted Devices From Bone, Unspecified Site",78.60 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.61,"Removal Of Implanted Devices From Bone, Scapula, Clavicle, And Thorax [Ribs And Sternum]",78.61 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.62,"Removal Of Implanted Devices From Bone, Humerus",78.62 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.63,"Removal Of Implanted Devices From Bone, Radius And Ulna",78.63 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.64,"Removal Of Implanted Devices From Bone, Carpals And Metacarpals",78.64 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.65,"Removal Of Implanted Devices From Bone, Femur",78.65 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.66,"Removal Of Implanted Devices From Bone, Patella",78.66 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.67,"Removal Of Implanted Devices From Bone, Tibia And Fibulas",78.67 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.68,"Removal Of Implanted Devices From Bone, Tarsals And Metatarsals",78.68 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.69,"Removal Of Implanted Devices From Bone, Other",78.69 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.7,Osteoclasis,A child code below 78.7 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
78.70,"Osteoclasis, Unspecified Site",78.70 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.71,"Osteoclasis, Scapula, Clavicle, And Thorax [Ribs And Sternum]",78.71 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.72,"Osteoclasis, Humerus",78.72 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.73,"Osteoclasis, Radius And Ulna",78.73 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.74,"Osteoclasis, Carpals And Metacarpals",78.74 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.75,"Osteoclasis, Femur",78.75 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.76,"Osteoclasis, Patella",78.76 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.77,"Osteoclasis, Tibia And Fibulas",78.77 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.78,"Osteoclasis, Tarsals And Metatarsals",78.78 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.79,"Osteoclasis, Other",78.79 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.8,"Diagnostic Procedures On Bone, Not Elsewhere Classified",A child code below 78.8 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
78.80,"Diagnostic Procedures On Bone, Not Elsewhere Classified, Unspecified Site",78.80 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.81,"Diagnostic Procedures On Bone, Not Elsewhere Classified, Scapula, Clavicle, And Thorax [Ribs And Sternum]",78.81 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.82,"Diagnostic Procedures On Bone, Not Elsewhere Classified, Humerus",78.82 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.83,"Diagnostic Procedures On Bone, Not Elsewhere Classified, Radius And Ulna",78.83 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.84,"Diagnostic Procedures On Bone, Not Elsewhere Classified, Carpals And Metacarpals",78.84 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.85,"Diagnostic Procedures On Bone, Not Elsewhere Classified, Femur",78.85 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.86,"Diagnostic Procedures On Bone, Not Elsewhere Classified, Patella",78.86 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.87,"Diagnostic Procedures On Bone, Not Elsewhere Classified, Tibia And Fibulas",78.87 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.88,"Diagnostic Procedures On Bone, Not Elsewhere Classified, Tarsals And Metatarsals",78.88 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.89,"Diagnostic Procedures On Bone, Not Elsewhere Classified, Other",78.89 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.9,Insertion Of Bone Growth Stimulator,A child code below 78.9 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
78.90,"Insertion Of Bone Growth Stimulator, Unspecified Site",78.90 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.91,"Insertion Of Bone Growth Stimulator, Scapula, Clavicle, And Thorax [Ribs And Sternum]",78.91 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.92,"Insertion Of Bone Growth Stimulator, Humerus",78.92 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.93,"Insertion Of Bone Growth Stimulator, Radius And Ulna",78.93 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.94,"Insertion Of Bone Growth Stimulator, Carpals And Metacarpals",78.94 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.95,"Insertion Of Bone Growth Stimulator, Femur",78.95 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.96,"Insertion Of Bone Growth Stimulator, Patella",78.96 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.97,"Insertion Of Bone Growth Stimulator, Tibia And Fibulas",78.97 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.98,"Insertion Of Bone Growth Stimulator, Tarsals And Metatarsals",78.98 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.99,"Insertion Of Bone Growth Stimulator, Other",78.99 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
79,Reduction Of Fracture And Dislocation,A child code below 79 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
79.0,Closed Reduction Of Fracture Without Internal Fixation,A child code below 79.0 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
79.00,"Closed Reduction Of Fracture Without Internal Fixation, Unspecified Site",79.00 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
79.01,"Closed Reduction Of Fracture Without Internal Fixation, Humerus",79.01 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
79.02,"Closed Reduction Of Fracture Without Internal Fixation, Radius And Ulna",79.02 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
79.03,"Closed Reduction Of Fracture Without Internal Fixation, Carpals And Metacarpals",79.03 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
79.04,"Closed Reduction Of Fracture Without Internal Fixation, Phalanges Of Hand",79.04 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
79.05,"Closed Reduction Of Fracture Without Internal Fixation, Femur",79.05 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
79.06,"Closed Reduction Of Fracture Without Internal Fixation, Tibia And Fibula",79.06 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
79.07,"Closed Reduction Of Fracture Without Internal Fixation, Tarsals And Metatarsals",79.07 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
79.08,"Closed Reduction Of Fracture Without Internal Fixation, Phalanges Of Foot",79.08 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
